sampleid,db_id,program_id,county,state,full_state,date_collect,sampletype,collection,consumed,expectedsubstance,expect_opioid,expect_fentanyl,expect_xylazine,expect_stimulant,expect_benzo,expect_meth,expect_cocaine,expect_cannabis,expect_hall,color,bright_color,texture,tar,pill,powder,plant,crystals,lustre,sensations,sen_strength,sen_weird,sen_hall,sen_up,sen_down,sen_nice,sen_long,sen_burn,sen_skin,sen_seizure,texture_notes,sensation_notes,overdose,od,overdose_notes,fatal_od,confirmatory,date_complete,lab_num_substances_any,lab_num_substances,lab_null,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_btmps_any,lab_btmps,lab_opioid,lab_opioid_any,lab_synthetic_cannabinoid,lab_synthetic_cannabinoid_any,lab_potent_benzodiazepine,lab_potent_benzodiazepine_any,lab_benzodiazepine,lab_benzodiazepine_any,lab_nitazene,lab_nitazene_any,lab_meth_impurities_any,lab_mdma_impurities_any,lab_cocaine_impurities_any,lab_common_cuts_any,lab_heroin_impurities_any,lab_cannabinoids_any,lab_fentanyl_impurities_any,lab_pf_fent_impurities_any,lab_substituted_cathinones_any,state_county,statefips,countyfips_3,countyfips
"USUDMT32221",1,90,"Guilford County","NC","North Carolina","22mar2021","unknown","unknown","unused","DMT",0,0,0,0,0,0,0,0,1,"",0,"",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"04mar2022",3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300439",779,128,"Cherokee County","NC","North Carolina","16jan2023","cotton","cotton","unused","fentanyl",1,1,0,0,0,0,0,0,0,"purple",1,"",,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"01feb2023",12,7,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"NC | CHEROKEE COUNTY",37,39,37039
"300407",780,128,"Cherokee County","NC","North Carolina","16jan2023","cotton","cotton","unused","fentanyl",1,1,0,0,0,0,0,0,0,"purple",1,"",,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"01feb2023",10,8,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"NC | CHEROKEE COUNTY",37,39,37039
"300449",781,128,"Macon County","NC","North Carolina","24jan2023","swab","swab","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"30jan2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | MACON COUNTY",37,113,37113
"300479",782,128,"Macon County","NC","North Carolina","24jan2023","swab","swab","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"30jan2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | MACON COUNTY",37,113,37113
"300697",783,74,"Robeson County","NC","North Carolina","14oct2022","cotton","cotton","taken","fentanyl",1,1,0,0,0,0,0,0,0,"pink",1,"powder; chunky",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"31jan2023",5,5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | ROBESON COUNTY",37,155,37155
"300970",784,74,"Robeson County","NC","North Carolina","03jan2023","cotton","cotton","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","unpleasant","",1,,,,,,,,,,"","unknown",,,,0,"30jan2023",7,5,,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | ROBESON COUNTY",37,155,37155
"300994",785,74,"Robeson County","NC","North Carolina","14nov2022","cotton","cotton","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; chunky",,,1,,,"","weird","",1,,,,,,,,,,"","unknown",,,,0,"31jan2023",6,4,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | ROBESON COUNTY",37,155,37155
"300939",786,74,"Robeson County","NC","North Carolina","03jan2023","swab","swab","taken","fentanyl",1,1,0,0,0,0,0,0,0,"pink",1,"powder; chunky",,,1,,,"","unpleasant","",1,,,,,,,,,,"","unknown",,,,0,"31jan2023",7,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | ROBESON COUNTY",37,155,37155
"300936",787,74,"Robeson County","NC","North Carolina","18nov2022","swab","swab","taken","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder; flaky",,,1,,,"","stronger","stronger",,,,,,,,,,,"","unknown",,,,0,"30jan2023",2,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"NC | ROBESON COUNTY",37,155,37155
"300636",788,74,"Robeson County","NC","North Carolina","15oct2022","spatula","spatula","taken","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder",,,1,,,"","weird","",1,,,,,,,,,,"","not overdose related",0,,,0,"30jan2023",2,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"NC | ROBESON COUNTY",37,155,37155
"300919",789,74,"Robeson County","NC","North Carolina","05dec2022","cotton","cotton","taken","fentanyl",1,1,0,0,0,0,0,0,0,"pink",1,"powder; chunky",,,1,,,"","more down","",,,,1,,,,,,,"","not overdose related",0,,,0,"30jan2023",4,3,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | ROBESON COUNTY",37,155,37155
"300314",790,90,"Guilford County","NC","North Carolina","02jan2023","spatula","spatula","unused","heroin",1,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"30jan2023",7,2,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300356",791,90,"Guilford County","NC","North Carolina","09dec2022","spatula","spatula","unused","fentanyl",1,1,0,0,0,0,0,0,0,"light brown",0,"powder; dull; chunky",,,1,,,"dull","","",,,,,,,,,,,"","unknown",,,,0,"30jan2023",10,3,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300341",792,90,"Guilford County","NC","North Carolina","09dec2022","spatula","spatula","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","weird; normal","normal",1,,,,,,,,,,"","not overdose related",0,,,0,"30jan2023",5,1,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300318",793,90,"Guilford County","NC","North Carolina","03dec2022","spatula","spatula","taken","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"crystals; powder; shiny; chunky",,,1,,1,"shiny","nice; more up; stronger","stronger",,,1,,1,,,,,,"","not overdose related",0,,,0,"30jan2023",1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300352",794,90,"Guilford County","NC","North Carolina","22nov2022","spatula","spatula","taken","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"levamisole","unknown",,,,0,"30jan2023",4,2,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"300106",795,90,"Guilford County","NC","North Carolina","23jan2023","spatula","spatula","taken","ketamine",0,0,0,0,0,0,0,0,1,"white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"30jan2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | GUILFORD COUNTY",37,81,37081
"400256",799,35,"Pitt County","NC","North Carolina","14jan2023","swab","swab","taken","fentanyl",1,1,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"31jan2023",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | PITT COUNTY",37,147,37147
"400285",800,35,"Pitt County","NC","North Carolina","14jan2023","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; flaky",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"31jan2023",1,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | PITT COUNTY",37,147,37147
"300833",814,52,"Buncombe County","NC","North Carolina","04jan2023","cotton","cotton","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"blue",1,"powder; chunky",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,1,"31jan2023",4,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"300542",815,52,"Buncombe County","NC","North Carolina","21dec2022","swab","swab","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"sticky; crystals; waxy",,,,,1,"","unpleasant; stronger","stronger",1,,,,,,,,,,"","not overdose related",0,,,1,"31jan2023",4,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"300427",829,128,"Macon County","NC","North Carolina","30jan2023","swab","swab","unused","unknown",0,0,0,0,0,0,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"08feb2023",3,1,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | MACON COUNTY",37,113,37113
"300438",830,128,"Macon County","NC","North Carolina","30jan2023","swab","swab","unused","unknown",0,0,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"08feb2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | MACON COUNTY",37,113,37113
"300464",831,128,"Macon County","NC","North Carolina","30jan2023","swab","swab","unused","methamphetamine",0,0,0,1,0,1,0,0,0,"",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"07feb2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | MACON COUNTY",37,113,37113
"300466",832,128,"Macon County","NC","North Carolina","30jan2023","swab","swab","unused","unknown",0,0,0,0,0,0,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"08feb2023",5,3,,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | MACON COUNTY",37,113,37113
"300465",833,128,"Macon County","NC","North Carolina","30jan2023","swab","swab","unused","unknown",0,0,0,0,0,0,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"08feb2023",7,7,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"NC | MACON COUNTY",37,113,37113
"300421",834,128,"Macon County","NC","North Carolina","30jan2023","unknown","unknown","unused","unknown",0,0,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"30mar2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | MACON COUNTY",37,113,37113
"300472",835,128,"Macon County","NC","North Carolina","30jan2023","swab","swab","unused","unknown",0,0,0,0,0,0,0,0,0,"clear",0,"",,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"08feb2023",2,2,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | MACON COUNTY",37,113,37113
"400169",836,76,"Wake County","NC","North Carolina","03feb2023","spatula","spatula","taken","methamphetamine; unknown",0,0,0,1,0,1,0,0,0,"clear; white",0,"crystals; powder; flaky",,,1,,1,"","weaker; weird; more up; unpleasant","weaker",1,,1,1,,,,,,,"we suspect it may be that knock off meth mms","not overdose related",0,,,0,"08feb2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | WAKE COUNTY",37,183,37183
"400263",890,35,"Pitt County","NC","North Carolina","11feb2023","swab","swab","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; shiny",,,1,,,"shiny","weaker","weaker",,,,,,,,1,,,"no legs","not overdose related",0,,,0,"20mar2023",8,5,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"NC | PITT COUNTY",37,147,37147
"400264",891,35,"Pitt County","NC","North Carolina","11feb2023","swab","swab","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","unknown",,,,0,"16mar2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | PITT COUNTY",37,147,37147
"400209",892,35,"Pitt County","NC","North Carolina","11feb2023","swab","swab","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","unknown",,,,0,"16mar2023",4,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"NC | PITT COUNTY",37,147,37147
"400296",893,35,"Pitt County","NC","North Carolina","11feb2023","unknown","unknown","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; shiny",,,1,,,"shiny","","stronger",,,,,,,,1,,,"stronger than normal, has legs","not overdose related",0,,,0,"16mar2023",6,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"NC | PITT COUNTY",37,147,37147
"901002",894,153,"Buncombe County","NC","North Carolina","26jan2023","cotton","cotton","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"cloudy; clear",0,"crystals; chunky",,,,,1,"","unpleasant","",1,,,,,,,,,,"really intense headache, blurred vision, muscle pain","not overdose related",0,,,0,"23mar2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"400307",895,153,"Buncombe County","NC","North Carolina","25jan2023","unknown","unknown","taken","fentanyl; unknown",1,1,0,0,0,0,0,0,0,"brown",0,"",,,,,,"","nice; stronger","stronger",,,,,1,,,,,,"possible k-holes, intense","unknown",,,,0,"16mar2023",4,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"400351",896,153,"Buncombe County","NC","North Carolina","01jan2023","swab","swab","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"cloudy; clear",0,"crystals",,,,,1,"","weaker; weird; more down","weaker",1,,,1,,,,,,,"no rush, shorter high, weaker","not overdose related",0,,,0,"23mar2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"400391",897,153,"Buncombe County","NC","North Carolina","10jan2023","swab","swab","taken","fentanyl; methamphetamine",1,1,0,1,0,1,0,0,0,"",0,"",,,,,,"","stronger","stronger",,,,,,,,,,,"","not overdose related",0,,,0,"16mar2023",3,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"400366",898,153,"Buncombe County","NC","North Carolina","10jan2023","spatula","spatula","unused","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"16mar2023",7,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"NC | BUNCOMBE COUNTY",37,21,37021
"400375",899,153,"Buncombe County","NC","North Carolina","10jan2023","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"gray; white",0,"powder",,,1,,,"","unpleasant","",1,,,,,,,,,,"heart pounding, nauseous, weak","not overdose related",0,,,0,"16mar2023",6,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"NC | BUNCOMBE COUNTY",37,21,37021
"300890",900,9,"Surry County","NC","North Carolina","01feb2023","spatula","spatula","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","unknown",,,,0,"16mar2023",6,4,,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | SURRY COUNTY",37,171,37171
"400481",901,9,"Surry County","NC","North Carolina","01feb2023","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"crystals; chunky",,,,,1,"","weird","",1,,,1,,,,,,,"very sedate","unknown",,,,0,"23mar2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | SURRY COUNTY",37,171,37171
"400368",911,153,"Buncombe County","NC","North Carolina","14feb2023","swab","swab","taken","fentanyl; unknown",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","nice; weird; normal","normal",1,,,,1,,,,,,"","involved in OD",1,,,0,"21mar2023",7,3,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"400399",912,153,"Buncombe County","NC","North Carolina","01feb2023","swab","swab","taken","fentanyl; xylazine; benzodiazepine; unknown",1,1,1,0,1,0,0,0,0,"white",0,"powder",,,1,,,"","nice; weird; unpleasant; normal","normal",1,,,,1,,,,,,"","involved in OD",1,,,0,"21mar2023",7,7,,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"NC | BUNCOMBE COUNTY",37,21,37021
"400384",913,153,"Buncombe County","NC","North Carolina","01feb2023","swab","swab","taken","methamphetamine; MDMA; unknown",0,0,0,1,0,1,0,0,1,"clear",0,"crystals",,,,,1,"","hallucinations; nice; weird; more up; stronger","stronger",1,1,1,,1,,,,,,"","not overdose related",0,,,0,"23mar2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"400397",914,153,"Buncombe County","NC","North Carolina","14feb2023","swab","swab","taken","fentanyl; xylazine; benzodiazepine; unknown",1,1,1,0,1,0,0,0,0,"light blue",1,"powder",,,1,,,"","weird; unpleasant","",1,,,,,,,,,,"","unknown",,,,0,"21mar2023",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"400361",915,153,"Buncombe County","NC","North Carolina","01feb2023","swab","swab","taken","heroin; fentanyl; xylazine; methamphetamine; benzodiazepine; unknown",1,1,1,1,1,1,0,0,0,"brown; white",0,"powder",,,1,,,"","nice; weird; unpleasant","",1,,,,1,,,,,,"","unknown",,,,0,"21mar2023",7,4,,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | BUNCOMBE COUNTY",37,21,37021
"400203",916,35,"Pitt County","NC","North Carolina","18feb2023","swab","swab","unused","unknown",0,0,0,0,0,0,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"29mar2023",4,3,,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"NC | PITT COUNTY",37,147,37147
"400249",917,35,"Pitt County","NC","North Carolina","18feb2023","swab","swab","unused","unknown",0,0,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"21mar2023",6,3,,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | PITT COUNTY",37,147,37147
"300725",927,73,"Durham County","NC","North Carolina","20feb2023","spatula","spatula","unused","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"rock",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"21mar2023",4,2,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"NC | DURHAM COUNTY",37,63,37063
"300780",928,73,"Durham County","NC","North Carolina","20feb2023","unknown","unknown","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"",,,,,,"","more down","",,,,1,,,,,,,"sedating","not overdose related",0,,,0,"23mar2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | DURHAM COUNTY",37,63,37063
"300514",929,78,"New Hanover County","NC","North Carolina","13feb2023","spatula","spatula","unused","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"06apr2023",6,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | NEW HANOVER COUNTY",37,129,37129
"300696",930,78,"New Hanover County","NC","North Carolina","01feb2023","unknown","unknown","unused","unknown",0,0,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"unknown, gelled in cooker, participant did not use","involved in OD",1,,,0,"21mar2023",7,3,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | NEW HANOVER COUNTY",37,129,37129
"400490",931,128,"Macon County","NC","North Carolina","18feb2023","swab","swab","unused","methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"powder; shiny",,,1,,,"shiny","","",,,,,,,,,,,"","not overdose related",0,,,0,"23mar2023",2,2,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | MACON COUNTY",37,113,37113
"400426",932,128,"Macon County","NC","North Carolina","18feb2023","swab","swab","unused","unknown",0,0,0,0,0,0,0,0,0,"white",0,"powder; dull",,,1,,,"dull","","",,,,,,,,,,,"","not overdose related",0,,,0,"21mar2023",2,1,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | MACON COUNTY",37,113,37113
"400459",933,128,"Macon County","NC","North Carolina","18feb2023","swab","swab","unused","heroin",1,0,0,0,0,0,0,0,0,"",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"22mar2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NC | MACON COUNTY",37,113,37113
"400461",934,128,"Macon County","NC","North Carolina","18feb2023","swab","swab","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"",0,"powder",,,1,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"31mar2023",5,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"NC | MACON COUNTY",37,113,37113
"400428",935,128,"Macon County","NC","North Carolina","18feb2023","swab","swab","unused","methamphetamine",0,0,0,1,0,1,0,0,0,"",0,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"17apr2023",4,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"NC | MACON COUNTY",37,113,37113
